4,2,Simple,11 DE SEPTIEMBRE DE 1888,1501,2000
4,1,Progresiva,11 DE SEPTIEMBRE DE 1888,2101,2400
4,2,Simple,11 DE SEPTI EMBAE DE 1888,2401,4700
4,2,Simple,14 DE JULIO,1001,1700
4,2,Simple,3 DE FEBRERO,1501,4350
4,2,Simple,3 DE FEBRERO,4401,4900
4,2,Simple,ACHA MARIANO Gral.,901,1450
4,2,Simple,ACHA MARIANO Gral.,1501,2000
4,2,Simple,AGOTE PEDRO,1301,1500
4,2,Simple,AGUAS BUENAS,3001,3100
4,1,Progresiva,AGUILAR,2401,2600
4,2,Simple,AGUILAR,2601,2700
4,2,Simple,AGUIl..J\R,2801,2900
4,2,Simple,ALTOLAGUIRRE,1301,2100
4,1,Progresiva,ALTOLAGUIRRE,2101,2400
4,2,Simple,ALTOLAGUIRRE,2431,3100
4,2,Simple,ALVAREZ THOMAS AV.,3251,3399
4,2,Simple,ALVAREZ THOMAS AV.,3402,3700
4,1,Progresiva,AMENABAR,401,3000
4,2,Simple,AMENABAR,3001,4200
4,2,Simple,ANDONAEGUI,1001,2100
4,1,Progresiva,ANDONAEGUI,2101,2400
4,1,Progresiva,ANDONAEGUI,2461,2500
4,2,Simple,ANDONAEGUI,2501,3100
4,1,Progresiva,ARCOS,1501,2900
4,2,Simple,ARCOS,2901,3690
4,2,Simple,ARCOS,3701,4900
4,2,Simple,ARENAL CONCEPCION,2801,3400
4,2,Simple,ARIAS,1601,1950
4,2,Simple,ARIAS,2001,2700
4,2,Simple,ARISMENDI,2401,3000
4,2,Simple,ARIZONA,4701,4800
4,1,Proqresìva,ARREDONDO Virrey,2201,2600
4,2,Simple,ARREDONDO Virrey,2601,2700
4,2,Simple,ARREDONDO Virrey,2801,3600
4,2,Simple,ARRIBEÑOS,1601,1800
4,1,Progresiva,ARRIBEÑOS,2101,2400
4,2,Simple,ARRIBEÑOS,2401,3800
4,2,Simple,ARTILLEROS,1801,2500
4,,,,,
4,2,Simple,ATENAS,2801,3000
4,2,Simple,AUBAIN TEODORO Dr.,1801,1860
4,2,Simple,AVALOS,1001,1600
4,1,Proqresiva,AVALOS,1601,2200
4,1,Proqresiva,AVILES VIRREY,2701,2800
4,2,Simple,AVILES VIRREY,2801,3900
4,2,Simple,AZURDUY JUANA,1501,1900
4,2,Simple,AZURDUY JUANA,2001,3100
4,2,Simple,BALLIVIAN,2101,2200
4,1,Progresiva,BALLIVIAN,2201,2400
4,1,Progresiva,BALLIVIAN,2501,2800
4,2,Simple,BALLIVIAN,2801,3300
4,2,Simple,BARlLARI ATILIO S. Alte.,1301,1500
4,2,Simple,BARZANA,1001,1264
4,2,Simple,BARZANA,1263,2100
4,1,Pro Çjresiva,BARZANA,2101,2200
4,2,Simple,BAUNESS,1001,1692
4,1,Proqresiva,BAUNESS,1693,2100
4,1,Proqresiva,BAUNESS,2201,2400
4,2,Simple,BAUNESS,2501,3000
4,2,Simple,BAVIO ERNESTO A.,2801,3200
4,2,Simple,BEHRING,2501,2700
4,2,Simple,BELGRADO,3001,3200
4,1,proq resiva,BERLIN,3901,4100
4,2,Simple,BERLIN,4101,4400
