3,2,Simple,ACEVEDO EDUARDO,201,300
3,2,Simple,ACEVEDO EDUARDO,401,580
3,2,Simple,ACEVEDO EDUARDO,577,700
3,2,Simple,ACHALA,3501,3700
3,1,Proqresíva,ACHAVAL,201,300
3,2,Simple,ACHAVAL,301,800
3,2,Simple,AGACES,101,300
3,2,Simple,ALAGON,196,500
3,1,Progresiva,ALBERDI JUAN BAUTISTAAV.,2901,3100
3,2,Simple,ALCORTA AMANCIO AV.,4102,4200
3,2,Simple,ALMAFUERTE AV.,701,800
3,2,Simple,ALVAREZ DONATO Tte. Gral.,601,900
3,2,Simple,AMBERES,701,1100
3,1,Progresiva,AMBROSETTI JUAN 8.,1,100
3,2,Simple,AMBROSETTI JUAN B.,101,700
3,2,Simple,AMBROSETTI JUAN B.,801,1000
3,2,Simple,ANCASTE,3601,3800
3,2,Simple,ANDRADE OLEGARIO V.,251,400
3,2,Simple,ARANGUREN JUAN F. Dr.,1,1928
3,2,Simple,ARANGUREN JUAN F. Dr.,1831,2600
3,1,Progresiva,ARANGUREN JUAN F. Dr.,2601,3300
3,2,Simple,ARAOZ ALFARO GREGORIO DR,201,400
3,2,Simple,ARENGREEN,601,1500
3,1,Progresiva,ARGERICH,201,900
3,2,Simple,ARGERICH,901,1100
3,2,Simple,ARIEL,2501,2600
3,2,Simple,ARTIGAS JOSE GERVASIO GRAL.,301,1400
3,2,Simple,AVELLANEDA AV.,1201,2600
3,1,Progresiva,AVELLANEDAAV.,2601,3200
3,2,Simple,BACACAY,601,800
3,2,Simple,BACACAY,851,1050
3,2,Simple,BACACAY,1601,2600
3,1,Progresiva,BACACAY,2601,3200
3,1,Prooresiva,BALCARCE FLORENCIO,1,100
3,1,Progresiva,BARCO CENTENERA del,1,30
3,1,Progresiva,BARCO CENTENERA del,301,400
3,2,Simple,BARCO CENTENERA del,401,600
3,2,Simple,"BARCO CENTENERA del \,",3011,3500
3,1,Prcoreslva,BEAUCHEF \,201,500
3,,,,,
3,2,Simple,BEAUCHEF,501,1200
